"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","zfs_jbod_00",,,,"User:","root"
"Cmdline:","dstat -tcmdD total --output dstat.output",,,,"Date:","27 Mar 2019 03:58:56 EDT"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",
27-03 04:08:59,0.189,27.851,67.360,4.096,0.0,0.504,8138387456.0,0.0,67153940480.0,539262976.0,0.0,615714816.0
27-03 04:09:00,0.379,15.035,78.711,5.559,0.0,0.316,7956144128.0,0.0,67498766336.0,376680448.0,0.0,298348544.0
27-03 04:09:01,0.251,20.590,73.886,4.959,0.0,0.314,7479238656.0,0.0,68026503168.0,325849088.0,24576.0,271413248.0
27-03 04:09:02,0.190,13.625,80.545,5.387,0.0,0.253,7638351872.0,0.0,67839393792.0,353845248.0,0.0,390656000.0
27-03 04:09:03,0.126,8.575,85.435,5.675,0.0,0.189,7724810240.0,0.0,67753619456.0,353161216.0,20480.0,235094016.0
27-03 04:09:04,0.189,13.476,80.668,5.416,0.0,0.252,7781031936.0,0.0,67700350976.0,350208000.0,0.0,372600832.0
27-03 04:09:05,0.255,26.594,68.112,4.464,0.0,0.574,7784030208.0,0.0,67486396416.0,561164288.0,0.0,735494144.0
27-03 04:09:06,0.190,32.487,63.832,2.919,0.0,0.571,7246086144.0,0.0,67862962176.0,722542592.0,16384.0,710832128.0
27-03 04:09:07,0.127,32.426,62.825,4.117,0.0,0.507,7162601472.0,0.0,67508125696.0,1160863744.0,12288.0,601051136.0
27-03 04:09:08,0.127,26.312,68.754,4.301,0.0,0.506,8027938816.0,0.0,67515301888.0,288350208.0,0.0,574750720.0
27-03 04:09:09,0.126,22.363,72.205,4.801,0.0,0.505,7996641280.0,0.0,67506573312.0,328376320.0,0.0,542232576.0
27-03 04:09:10,0.126,14.556,79.710,5.293,0.0,0.315,8119021568.0,0.0,67354419200.0,358150144.0,0.0,397500416.0
27-03 04:09:11,0.189,18.750,76.831,3.788,0.0,0.442,7549030400.0,0.0,67550224384.0,732336128.0,24576.0,331317248.0
27-03 04:09:12,0.189,13.585,81.572,4.340,0.0,0.314,7628976128.0,0.0,67788935168.0,413679616.0,0.0,249323520.0
27-03 04:09:13,0.189,9.188,84.770,5.601,0.0,0.252,7769751552.0,0.0,67757592576.0,304246784.0,0.0,256466944.0
27-03 04:09:14,0.126,8.564,85.453,5.668,0.0,0.189,7890825216.0,0.0,67625553920.0,315211776.0,0.0,237215744.0
27-03 04:09:15,0.251,6.019,87.712,5.893,0.0,0.125,7950532608.0,0.0,67558592512.0,322465792.0,0.0,155017216.0
27-03 04:09:16,0.125,4.765,89.091,5.893,0.0,0.125,7978188800.0,0.0,67527376896.0,326025216.0,0.0,133021696.0
27-03 04:09:17,0.126,2.699,91.023,6.089,0.0,0.063,8003149824.0,0.0,67485954048.0,342487040.0,0.0,80441344.0
27-03 04:09:18,0.125,5.576,88.283,5.890,0.0,0.125,8053026816.0,0.0,67435921408.0,342642688.0,0.0,153948160.0
27-03 04:09:19,0.188,3.766,90.019,5.964,0.0,0.063,8076771328.0,0.0,67357605888.0,397213696.0,0.0,105160704.0
27-03 04:09:20,0.126,4.588,89.126,6.034,0.0,0.126,8118919168.0,0.0,67292561408.0,420110336.0,0.0,132001792.0
27-03 04:09:21,0.126,9.862,84.171,5.716,0.0,0.126,7559356416.0,0.0,67440308224.0,831926272.0,16384.0,122462208.0
27-03 04:09:22,0.125,8.720,85.006,5.960,0.0,0.188,6792347648.0,0.0,67608469504.0,1430773760.0,0.0,119558144.0
27-03 04:09:23,0.188,4.266,89.523,5.960,0.0,0.063,6862430208.0,0.0,67608064000.0,1361096704.0,0.0,120438784.0
27-03 04:09:24,0.126,3.832,90.013,5.967,0.0,0.063,6924640256.0,0.0,67608064000.0,1298886656.0,0.0,111190016.0
27-03 04:09:25,0.125,4.203,89.523,6.023,0.0,0.125,6989946880.0,0.0,67608064000.0,1233580032.0,0.0,124284928.0
27-03 04:09:26,0.188,4.209,89.510,5.967,0.0,0.126,7065772032.0,0.0,67608068096.0,1157750784.0,0.0,125075456.0
27-03 04:09:27,0.126,3.078,90.704,6.030,0.0,0.063,7111536640.0,0.0,67608068096.0,1111986176.0,0.0,89264128.0
27-03 04:09:28,0.126,7.183,86.830,5.734,0.0,0.126,7218839552.0,0.0,67608068096.0,1004683264.0,0.0,208084992.0
27-03 04:09:29,0.126,8.649,85.354,5.682,0.0,0.189,7327932416.0,0.0,67608068096.0,895590400.0,0.0,256290816.0
27-03 04:09:30,0.189,14.890,79.558,5.047,0.0,0.315,7035875328.0,0.0,67789287424.0,1006428160.0,0.0,306634752.0
27-03 04:09:31,0.126,8.959,85.047,5.678,0.0,0.189,7094165504.0,0.0,67789561856.0,947863552.0,0.0,252727296.0
27-03 04:09:32,0.126,9.665,84.334,5.685,0.0,0.190,7077318656.0,0.0,67789561856.0,964710400.0,0.0,267218944.0
